ImageIndex,GlobalAngle,PixelY
9.902,148.54,2389
9.906,148.59,2387
9.910,148.65,2386
9.914,148.71,2384
9.918,148.77,2382
9.922,148.83,2380
9.926,148.89,2378
9.930,148.95,2376
9.934,149.00,2375
9.938,149.06,2373
9.941,149.12,2371
9.945,149.18,2369
9.949,149.24,2367
9.953,149.30,2365
9.957,149.36,2363
9.961,149.41,2361
9.965,149.47,2359
9.969,149.53,2356
9.973,149.59,2354
9.977,149.65,2352
9.980,149.71,2350
9.984,149.77,2348
9.988,149.82,2346
9.992,149.88,2343
9.996,149.94,2341
10.000,150.00,2195
10.004,150.06,2198
10.008,150.12,2201
10.012,150.18,2204
10.016,150.23,2207
10.020,150.29,2210
10.023,150.35,2213
10.027,150.41,2216
10.031,150.47,2219
10.035,150.53,2221
10.039,150.59,2224
10.043,150.64,2227
10.047,150.70,2230
10.051,150.76,2233
10.055,150.82,2235
10.059,150.88,2238
10.063,150.94,2241
10.066,151.00,2244
10.070,151.05,2246
10.074,151.11,2249
10.078,151.17,2252
10.082,151.23,2254
10.086,151.29,2257
10.090,151.35,2259
10.094,151.41,2262
10.098,151.46,2264
10.102,151.52,2267
10.105,151.58,2269
10.109,151.64,2272
10.113,151.70,2274
10.117,151.76,2277
10.121,151.82,2279
10.125,151.88,2282
10.129,151.93,2284
10.133,151.99,2286
10.137,152.05,2288
10.141,152.11,2291
10.145,152.17,2293
10.148,152.23,2295
10.152,152.29,2298
10.156,152.34,2300
10.160,152.40,2302
10.164,152.46,2304
10.168,152.52,2306
10.172,152.58,2309
10.176,152.64,2311
10.180,152.70,2313
10.184,152.75,2315
10.188,152.81,2317
10.191,152.87,2319
10.195,152.93,2321
10.199,152.99,2323
10.203,153.05,2325
10.207,153.11,2327
10.211,153.16,2329
10.215,153.22,2331
10.219,153.28,2333
10.223,153.34,2334
10.227,153.40,2336
10.230,153.46,2338
10.234,153.52,2340
10.238,153.57,2342
10.242,153.63,2343
10.246,153.69,2345
10.250,153.75,2347
10.254,153.81,2349
10.258,153.87,2350
10.262,153.93,2352
10.266,153.98,2354
10.270,154.04,2355
10.273,154.10,2357
10.277,154.16,2358
10.281,154.22,2360
10.285,154.28,2362
10.289,154.34,2363
10.293,154.39,2364
10.297,154.45,2366
10.301,154.51,2367
10.305,154.57,2369
10.309,154.63,2370
10.313,154.69,2372
10.316,154.75,2373
10.320,154.80,2374
10.324,154.86,2376
10.328,154.92,2377
10.332,154.98,2378
10.336,155.04,2380
10.340,155.10,2381
10.344,155.16,2382
10.348,155.21,2383
10.352,155.27,2384
10.355,155.33,2386
10.359,155.39,2387
10.363,155.45,2388
10.367,155.51,2389
10.371,155.57,2390
10.375,155.63,2391
10.379,155.68,2392
10.383,155.74,2393
10.387,155.80,2394
10.391,155.86,2395
10.395,155.92,2396
10.398,155.98,2397
10.402,156.04,2398
10.406,156.09,2399
10.410,156.15,2400
10.414,156.21,2401
10.418,156.27,2402
10.422,156.33,2402
10.426,156.39,2403
10.430,156.45,2404
10.434,156.50,2405
10.438,156.56,2406
10.441,156.62,2406
10.445,156.68,2407
10.449,156.74,2408
10.453,156.80,2408
10.457,156.86,2409
10.461,156.91,2410
10.465,156.97,2410
10.469,157.03,2411
10.473,157.09,2411
10.477,157.15,2412
10.480,157.21,2412
10.484,157.27,2413
10.488,157.32,2413
10.492,157.38,2414
10.496,157.44,2414
10.500,157.50,2415
10.504,157.56,2415
10.508,157.62,2415
10.512,157.68,2416
10.516,157.73,2416
10.520,157.79,2417
10.523,157.85,2417
10.527,157.91,2417
10.531,157.97,2417
10.535,158.03,2418
10.539,158.09,2418
10.543,158.14,2418
10.547,158.20,2418
10.551,158.26,2418
10.555,158.32,2418
10.559,158.38,2418
10.563,158.44,2419
10.566,158.50,2419
10.570,158.55,2419
10.574,158.61,2419
10.578,158.67,2419
10.582,158.73,2419
10.586,158.79,2419
10.590,158.85,2419
10.594,158.91,2419
10.598,158.96,2418
10.602,159.02,2418
10.605,159.08,2418
10.609,159.14,2418
10.613,159.20,2418
10.617,159.26,2418
10.621,159.32,2418
10.625,159.38,2417
10.629,159.43,2417
10.633,159.49,2417
10.637,159.55,2416
10.641,159.61,2416
10.645,159.67,2416
10.648,159.73,2415
10.652,159.79,2415
10.656,159.84,2415
10.660,159.90,2414
10.664,159.96,2414
10.668,160.02,2413
10.672,160.08,2413
10.676,160.14,2412
10.680,160.20,2412
10.684,160.25,2411
10.688,160.31,2411
10.691,160.37,2410
10.695,160.43,2410
10.699,160.49,2409
10.703,160.55,2408
10.707,160.61,2408
10.711,160.66,2407
10.715,160.72,2406
10.719,160.78,2406
10.723,160.84,2405
10.727,160.90,2404
10.730,160.96,2403
10.734,161.02,2402
10.738,161.07,2402
10.742,161.13,2401
10.746,161.19,2400
10.750,161.25,2399
10.754,161.31,2398
10.758,161.37,2397
10.762,161.43,2396
10.766,161.48,2395
10.770,161.54,2394
10.773,161.60,2393
10.777,161.66,2392
10.781,161.72,2391
10.785,161.78,2390
10.789,161.84,2389
10.793,161.89,2388
10.797,161.95,2387
10.801,162.01,2386
10.805,162.07,2385
10.809,162.13,2383
10.813,162.19,2382
10.816,162.25,2381
10.820,162.30,2380
10.824,162.36,2378
10.828,162.42,2377
10.832,162.48,2376
10.836,162.54,2374
10.840,162.60,2373
10.844,162.66,2372
10.848,162.71,2370
10.852,162.77,2369
10.855,162.83,2367
10.859,162.89,2366
10.863,162.95,2364
10.867,163.01,2363
10.871,163.07,2361
10.875,163.13,2360
10.879,163.18,2358
10.883,163.24,2357
10.887,163.30,2355
10.891,163.36,2354
10.895,163.42,2352
10.898,163.48,2350
10.902,163.54,2348
10.906,163.59,2347
10.910,163.65,2345
10.914,163.71,2343
10.918,163.77,2342
10.922,163.83,2340
10.926,163.89,2338
10.930,163.95,2336
10.934,164.00,2334
10.938,164.06,2332
10.941,164.12,2331
10.945,164.18,2329
10.949,164.24,2327
10.953,164.30,2325
10.957,164.36,2323
10.961,164.41,2321
10.965,164.47,2319
10.969,164.53,2317
10.973,164.59,2315
10.977,164.65,2313
10.980,164.71,2311
10.984,164.77,2308
10.988,164.82,2306
10.992,164.88,2304
10.996,164.94,2302
11.000,165.00,2131
11.004,165.06,2134
11.008,165.12,2137
11.012,165.18,2140
11.016,165.23,2143
11.020,165.29,2146
11.023,165.35,2149
11.027,165.41,2152
11.031,165.47,2155
11.035,165.53,2158
11.039,165.59,2161
11.043,165.64,2164
11.047,165.70,2167
11.051,165.76,2169
11.055,165.82,2172
11.059,165.88,2175
11.063,165.94,2178
11.066,166.00,2181
11.070,166.05,2183
11.074,166.11,2186
11.078,166.17,2189
11.082,166.23,2191
11.086,166.29,2194
11.090,166.35,2197
11.094,166.41,2199
11.098,166.46,2202
11.102,166.52,2204
11.105,166.58,2207
11.109,166.64,2209
11.113,166.70,2212
11.117,166.76,2214
11.121,166.82,2217
11.125,166.88,2219
11.129,166.93,2222
11.133,166.99,2224
11.137,167.05,2226
11.141,167.11,2229
11.145,167.17,2231
11.148,167.23,2233
11.152,167.29,2236
11.156,167.34,2238
11.160,167.40,2240
11.164,167.46,2243
11.168,167.52,2245
11.172,167.58,2247
11.176,167.64,2249
11.180,167.70,2251
11.184,167.75,2253
11.188,167.81,2255
11.191,167.87,2257
11.195,167.93,2259
11.199,167.99,2262
11.203,168.05,2263
11.207,168.11,2266
11.211,168.16,2268
11.215,168.22,2269
11.219,168.28,2271
11.223,168.34,2273
11.227,168.40,2275
11.230,168.46,2277
11.234,168.52,2279
11.238,168.57,2281
11.242,168.63,2283
11.246,168.69,2284
11.250,168.75,2286
11.254,168.81,2288
11.258,168.87,2290
11.262,168.93,2291
11.266,168.98,2293
11.270,169.04,2295
11.273,169.10,2296
11.277,169.16,2298
11.281,169.22,2299
11.285,169.28,2301
11.289,169.34,2303
11.293,169.39,2304
11.297,169.45,2306
11.301,169.51,2307
11.305,169.57,2309
11.309,169.63,2310
11.313,169.69,2312
11.316,169.75,2313
11.320,169.80,2314
11.324,169.86,2316
11.328,169.92,2318
11.332,169.98,2318
11.336,170.04,2320
11.340,170.10,2321
11.344,170.16,2322
11.348,170.21,2324
11.352,170.27,2325
11.355,170.33,2326
11.359,170.39,2327
11.363,170.45,2328
11.367,170.51,2330
11.371,170.57,2331
11.375,170.63,2332
11.379,170.68,2333
11.383,170.74,2334
11.387,170.80,2335
11.391,170.86,2336
11.395,170.92,2337
11.398,170.98,2338
11.402,171.04,2339
11.406,171.09,2340
11.410,171.15,2341
11.414,171.21,2342
11.418,171.27,2343
11.422,171.33,2343
11.426,171.39,2344
11.430,171.45,2345
11.434,171.50,2346
11.438,171.56,2347
11.441,171.62,2347
11.445,171.68,2348
11.449,171.74,2349
11.453,171.80,2350
11.457,171.86,2350
11.461,171.91,2351
11.465,171.97,2352
11.469,172.03,2352
11.473,172.09,2353
11.477,172.15,2353
11.480,172.21,2354
11.484,172.27,2354
11.488,172.32,2355
11.492,172.38,2356
11.496,172.44,2356
11.500,172.50,2356
11.504,172.56,2357
11.508,172.62,2357
11.512,172.68,2358
11.516,172.73,2358
11.520,172.79,2358
11.523,172.85,2359
11.527,172.91,2359
11.531,172.97,2359
11.535,173.03,2360
11.539,173.09,2360
11.543,173.14,2360
11.547,173.20,2360
11.551,173.26,2361
11.555,173.32,2361
11.559,173.38,2361
11.563,173.44,2361
11.566,173.50,2361
11.570,173.55,2361
11.574,173.61,2361
11.578,173.67,2361
11.582,173.73,2361
11.586,173.79,2361
11.590,173.85,2361
11.594,173.91,2361
11.598,173.96,2361
11.602,174.02,2361
11.605,174.08,2361
11.609,174.14,2361
11.613,174.20,2361
11.617,174.26,2361
11.621,174.32,2361
11.625,174.38,2360
11.629,174.43,2360
11.633,174.49,2360
11.637,174.55,2360
11.641,174.61,2359
11.645,174.67,2359
11.648,174.73,2359
11.652,174.79,2358
11.656,174.84,2358
11.660,174.90,2358
11.664,174.96,2357
11.668,175.02,2357
11.672,175.08,2356
11.676,175.14,2356
11.680,175.20,2355
11.684,175.25,2355
11.688,175.31,2354
11.691,175.37,2354
11.695,175.43,2353
11.699,175.49,2353
11.703,175.55,2352
11.707,175.61,2352
11.711,175.66,2351
11.715,175.72,2350
11.719,175.78,2350
11.723,175.84,2349
11.727,175.90,2348
11.730,175.96,2347
11.734,176.02,2347
11.738,176.07,2346
11.742,176.13,2345
11.746,176.19,2344
11.750,176.25,2343
11.754,176.31,2343
11.758,176.37,2342
11.762,176.43,2341
11.766,176.48,2340
11.770,176.54,2339
11.773,176.60,2338
11.777,176.66,2337
11.781,176.72,2336
11.785,176.78,2335
11.789,176.84,2336
11.793,176.89,2333
11.797,176.95,2332
11.801,177.01,2331
11.805,177.07,2329
11.809,177.13,2328
11.813,177.19,2327
11.816,177.25,2326
11.820,177.30,2325
11.824,177.36,2323
11.828,177.42,2322
11.832,177.48,2321
11.836,177.54,2320
11.840,177.60,2318
11.844,177.66,2317
11.848,177.71,2316
11.852,177.77,2314
11.855,177.83,2313
11.859,177.89,2311
11.863,177.95,2310
11.867,178.01,2308
11.871,178.07,2307
11.875,178.13,2306
11.879,178.18,2304
11.883,178.24,2303
11.887,178.30,2301
11.891,178.36,2299
11.895,178.42,2298
11.898,178.48,2296
11.902,178.54,2295
11.906,178.59,2293
11.910,178.65,2291
11.914,178.71,2289
11.918,178.77,2288
11.922,178.83,2286
11.926,178.89,2284
11.930,178.95,2282
11.934,179.00,2281
11.938,179.06,2279
11.941,179.12,2277
11.945,179.18,2275
11.949,179.24,2273
11.953,179.30,2271
11.957,179.36,2269
11.961,179.41,2267
11.965,179.47,2265
11.969,179.53,2263
11.973,179.59,2261
11.977,179.65,2259
11.980,179.71,2257
11.984,179.77,2255
11.988,179.82,2253
11.992,179.88,2251
11.996,179.94,2249
12.000,180.00,2053
12.004,180.06,2054
12.008,180.12,2055
12.012,180.18,2057
12.016,180.23,2057
12.020,180.29,2058
12.023,180.35,2059
12.027,180.41,2060
12.031,180.47,2060
12.035,180.53,2061
12.039,180.59,2062
12.043,180.64,2062
12.047,180.70,2063
12.051,180.76,2063
12.055,180.82,2064
12.059,180.88,2065
12.063,180.94,2065
12.066,181.00,2066
12.070,181.05,2067
12.074,181.11,2067
12.078,181.17,2068
12.082,181.23,2068
12.086,181.29,2069
12.090,181.35,2070
12.094,181.41,2070
12.098,181.46,2071
12.102,181.52,2071
12.105,181.58,2072
12.109,181.64,2073
12.113,181.70,2073
12.117,181.76,2074
12.121,181.82,2074
12.125,181.88,2075
12.129,181.93,2076
12.133,181.99,2076
12.137,182.05,2077
12.141,182.11,2077
12.145,182.17,2078
12.148,182.23,2079
12.152,182.29,2079
12.156,182.34,2080
12.160,182.40,2081
12.164,182.46,2081
12.168,182.52,2082
12.172,182.58,2082
12.176,182.64,2083
12.180,182.70,2084
12.184,182.75,2084
12.188,182.81,2085
12.191,182.87,2085
12.195,182.93,2086
12.199,182.99,2087
12.203,183.05,2087
12.207,183.11,2088
12.211,183.16,2089
12.215,183.22,2089
12.219,183.28,2090
12.223,183.34,2090
12.227,183.40,2091
12.230,183.46,2092
12.234,183.52,2092
12.238,183.57,2093
12.242,183.63,2093
12.246,183.69,2094
12.250,183.75,2095
12.254,183.81,2095
12.258,183.87,2096
12.262,183.93,2097
12.266,183.98,2097
12.270,184.04,2098
12.273,184.10,2098
12.277,184.16,2099
12.281,184.22,2100
12.285,184.28,2100
12.289,184.34,2101
12.293,184.39,2101
12.297,184.45,2102
12.301,184.51,2102
12.305,184.57,2103
12.309,184.63,2104
12.313,184.69,2104
12.316,184.75,2105
12.320,184.80,2106
12.324,184.86,2106
12.328,184.92,2107
12.332,184.98,2107
12.336,185.04,2108
12.340,185.10,2109
12.344,185.16,2109
12.348,185.21,2110
12.352,185.27,2110
12.355,185.33,2111
12.359,185.39,2112
12.363,185.45,2112
12.367,185.51,2113
12.371,185.57,2113
12.375,185.63,2114
12.379,185.68,2115
12.383,185.74,2115
12.387,185.80,2116
12.391,185.86,2116
12.395,185.92,2117
12.398,185.98,2118
12.402,186.04,2118
12.406,186.09,2119
12.410,186.15,2119
12.414,186.21,2120
12.418,186.27,2121
12.422,186.33,2121
12.426,186.39,2122
12.430,186.45,2123
12.434,186.50,2123
12.438,186.56,2124
12.441,186.62,2124
12.445,186.68,2125
12.449,186.74,2126
12.453,186.80,2126
12.457,186.86,2127
12.461,186.91,2127
12.465,186.97,2128
12.469,187.03,2129
12.473,187.09,2129
12.477,187.15,2130
12.480,187.21,2130
12.484,187.27,2131
12.488,187.32,2132
12.492,187.38,2132
12.496,187.44,2133
12.500,187.50,2133
12.504,187.56,2134
12.508,187.62,2135
12.512,187.68,2135
12.516,187.73,2136
12.520,187.79,2137
12.523,187.85,2137
12.527,187.91,2138
12.531,187.97,2138
12.535,188.03,2139
12.539,188.09,2143
12.543,188.14,2140
12.547,188.20,2141
12.551,188.26,2141
12.555,188.32,2142
12.559,188.38,2143
12.563,188.44,2143
12.566,188.50,2144
12.570,188.55,2144
12.574,188.61,2145
12.578,188.67,2146
12.582,188.73,2146
12.586,188.79,2147
12.590,188.85,2147
12.594,188.91,2148
12.598,188.96,2149
12.602,189.02,2149
12.605,189.08,2150
12.609,189.14,2150
12.613,189.20,2151
12.617,189.26,2152
12.621,189.32,2152
12.625,189.38,2153
12.629,189.43,2154
12.633,189.49,2154
12.637,189.55,2155
12.641,189.61,2155
12.645,189.67,2156
12.648,189.73,2157
12.652,189.79,2157
12.656,189.84,2158
12.660,189.90,2158
12.664,189.96,2159
12.668,190.02,2160
12.672,190.08,2160
12.676,190.14,2161
12.680,190.20,2161
12.684,190.25,2162
12.688,190.31,2163
12.691,190.37,2163
12.695,190.43,2164
12.699,190.49,2164
12.703,190.55,2165
12.707,190.61,2166
12.711,190.66,2166
12.715,190.72,2167
12.719,190.78,2167
12.723,190.84,2168
12.727,190.90,2169
12.730,190.96,2169
12.734,191.02,2170
12.738,191.07,2171
12.742,191.13,2171
12.746,191.19,2172
12.750,191.25,2172
12.754,191.31,2173
12.758,191.37,2174
12.762,191.43,2174
12.766,191.48,2175
12.770,191.54,2175
12.773,191.60,2176
12.777,191.66,2177
12.781,191.72,2177
12.785,191.78,2178
12.789,191.84,2178
12.793,191.89,2179
12.797,191.95,2180
12.801,192.01,2180
12.805,192.07,2181
12.809,192.13,2182
12.813,192.19,2182
12.816,192.25,2183
12.820,192.30,2183
12.824,192.36,2184
12.828,192.42,2185
12.832,192.48,2185
12.836,192.54,2186
12.840,192.60,2186
12.844,192.66,2187
12.848,192.71,2188
12.852,192.77,2188
12.855,192.83,2189
12.859,192.89,2189
12.863,192.95,2190
12.867,193.01,2191
12.871,193.07,2191
12.875,193.13,2192
12.879,193.18,2192
12.883,193.24,2193
12.887,193.30,2194
12.891,193.36,2194
12.895,193.42,2195
12.898,193.48,2196
12.902,193.54,2196
12.906,193.59,2197
12.910,193.65,2197
12.914,193.71,2198
12.918,193.77,2199
12.922,193.83,2199
12.926,193.89,2200
12.930,193.95,2201
12.934,194.00,2201
12.938,194.06,2202
12.941,194.12,2203
12.945,194.18,2204
12.949,194.24,2204
12.953,194.30,2205
12.957,194.36,2204
12.961,194.41,2202
12.965,194.47,2201
12.969,194.53,2199
12.973,194.59,2197
12.977,194.65,2195
12.980,194.71,2193
12.984,194.77,2191
12.988,194.82,2189
12.992,194.88,2187
12.996,194.94,2185
13.000,195.00,1990
13.004,195.06,1993
13.008,195.12,1996
13.012,195.18,2000
13.016,195.23,2003
13.020,195.29,2006
13.023,195.35,2009
13.027,195.41,2012
13.031,195.47,2015
13.035,195.53,2018
13.039,195.59,2020
13.043,195.64,2023
13.047,195.70,2026
13.051,195.76,2029
13.055,195.82,2032
13.059,195.88,2035
13.063,195.94,2038
13.066,196.00,2040
13.070,196.05,2043
13.074,196.11,2046
13.078,196.17,2049
13.082,196.23,2051
13.086,196.29,2054
13.090,196.35,2057
13.094,196.41,2059
13.098,196.46,2062
13.102,196.52,2064
13.105,196.58,2067
13.109,196.64,2069
13.113,196.70,2072
13.117,196.76,2074
13.121,196.82,2077
13.125,196.88,2079
13.129,196.93,2082
13.133,196.99,2084
13.137,197.05,2087
13.141,197.11,2089
13.145,197.17,2091
13.148,197.23,2094
13.152,197.29,2096
13.156,197.34,2098
13.160,197.40,2101
13.164,197.46,2103
13.168,197.52,2105
13.172,197.58,2107
13.176,197.64,2109
13.180,197.70,2112
13.184,197.75,2114
13.188,197.81,2116
13.191,197.87,2118
13.195,197.93,2120
13.199,197.99,2122
13.203,198.05,2124
13.207,198.11,2126
13.211,198.16,2128
13.215,198.22,2130
13.219,198.28,2132
13.223,198.34,2134
13.227,198.40,2136
13.230,198.46,2138
13.234,198.52,2140
13.238,198.57,2142
13.242,198.63,2143
13.246,198.69,2145
13.250,198.75,2147
13.254,198.81,2149
13.258,198.87,2151
13.262,198.93,2152
13.266,198.98,2154
13.270,199.04,2156
13.273,199.10,2157
13.277,199.16,2159
13.281,199.22,2161
13.285,199.28,2162
13.289,199.34,2164
13.293,199.39,2165
13.297,199.45,2167
13.301,199.51,2168
13.305,199.57,2170
13.309,199.63,2172
13.313,199.69,2173
13.316,199.75,2174
13.320,199.80,2176
13.324,199.86,2177
13.328,199.92,2179
13.332,199.98,2180
13.336,200.04,2181
13.340,200.10,2183
13.344,200.16,2184
13.348,200.21,2185
13.352,200.27,2187
13.355,200.33,2188
13.359,200.39,2189
13.363,200.45,2190
13.367,200.51,2191
13.371,200.57,2193
13.375,200.63,2194
13.379,200.68,2195
13.383,200.74,2196
13.387,200.80,2197
13.391,200.86,2198
13.395,200.92,2199
13.398,200.98,2200
13.402,201.04,2201
13.406,201.09,2202
13.410,201.15,2203
13.414,201.21,2204
13.418,201.27,2205
13.422,201.33,2206
13.426,201.39,2207
13.430,201.45,2208
13.434,201.50,2208
13.438,201.56,2209
13.441,201.62,2210
13.445,201.68,2211
13.449,201.74,2212
13.453,201.80,2212
13.457,201.86,2213
13.461,201.91,2214
13.465,201.97,2214
13.469,202.03,2215
13.473,202.09,2216
13.477,202.15,2216
13.480,202.21,2217
13.484,202.27,2218
13.488,202.32,2218
13.492,202.38,2218
13.496,202.44,2219
13.500,202.50,2219
13.504,202.56,2220
13.508,202.62,2220
13.512,202.68,2221
13.516,202.73,2221
13.520,202.79,2222
13.523,202.85,2222
13.527,202.91,2222
13.531,202.97,2223
13.535,203.03,2223
13.539,203.09,2223
13.543,203.14,2224
13.547,203.20,2224
13.551,203.26,2224
13.555,203.32,2224
13.559,203.38,2224
13.563,203.44,2225
13.566,203.50,2225
13.570,203.55,2225
13.574,203.61,2225
13.578,203.67,2225
13.582,203.73,2225
13.586,203.79,2225
13.590,203.85,2225
13.594,203.91,2225
13.598,203.96,2225
13.602,204.02,2225
13.605,204.08,2225
13.609,204.14,2225
13.613,204.20,2225
13.617,204.26,2225
13.621,204.32,2224
13.625,204.38,2224
13.629,204.43,2224
13.633,204.49,2224
13.637,204.55,2224
13.641,204.61,2223
13.645,204.67,2223
13.648,204.73,2223
13.652,204.79,2223
13.656,204.84,2222
13.660,204.90,2222
13.664,204.96,2222
13.668,205.02,2221
13.672,205.08,2221
13.676,205.14,2220
13.680,205.20,2220
13.684,205.25,2219
13.688,205.31,2219
13.691,205.37,2218
13.695,205.43,2218
13.699,205.49,2217
13.703,205.55,2217
13.707,205.61,2216
13.711,205.66,2216
13.715,205.72,2215
13.719,205.78,2214
13.723,205.84,2214
13.727,205.90,2213
13.730,205.96,2212
13.734,206.02,2212
13.738,206.07,2211
13.742,206.13,2210
13.746,206.19,2209
13.750,206.25,2208
13.754,206.31,2208
13.758,206.37,2207
13.762,206.43,2206
13.766,206.48,2205
13.770,206.54,2204
13.773,206.60,2203
13.777,206.66,2202
13.781,206.72,2201
13.785,206.78,2200
13.789,206.84,2199
13.793,206.89,2198
13.797,206.95,2197
13.801,207.01,2196
13.805,207.07,2195
13.809,207.13,2194
13.813,207.19,2193
13.816,207.25,2191
13.820,207.30,2190
13.824,207.36,2189
13.828,207.42,2188
13.832,207.48,2187
13.836,207.54,2185
13.840,207.60,2184
13.844,207.66,2183
13.848,207.71,2181
13.852,207.77,2180
13.855,207.83,2179
13.859,207.89,2177
13.863,207.95,2176
13.867,208.01,2174
13.871,208.07,2173
13.875,208.13,2172
13.879,208.18,2170
13.883,208.24,2169
13.887,208.30,2167
13.891,208.36,2166
13.895,208.42,2164
13.898,208.48,2162
13.902,208.54,2161
13.906,208.59,2159
13.910,208.65,2157
13.914,208.71,2156
13.918,208.77,2154
13.922,208.83,2152
13.926,208.89,2151
13.930,208.95,2149
13.934,209.00,2147
13.938,209.06,2145
13.941,209.12,2143
13.945,209.18,2142
13.949,209.24,2140
13.953,209.30,2138
13.957,209.36,2136
13.961,209.41,2134
13.965,209.47,2132
13.969,209.53,2130
13.973,209.59,2128
13.977,209.65,2126
13.980,209.71,2124
13.984,209.77,2121
13.988,209.82,2119
13.992,209.88,2115
13.996,209.94,2111
14.000,210.00,1922
14.004,210.06,1926
14.008,210.12,1929
14.012,210.18,1932
14.016,210.23,1935
14.020,210.29,1938
14.023,210.35,1941
14.027,210.41,1944
14.031,210.47,1947
14.035,210.53,1950
14.039,210.59,1953
14.043,210.64,1955
14.047,210.70,1958
14.051,210.76,1961
14.055,210.82,1964
14.059,210.88,1967
14.063,210.94,1969
14.066,211.00,1972
14.070,211.05,1975
14.074,211.11,1978
14.078,211.17,1980
14.082,211.23,1983
14.086,211.29,1986
14.090,211.35,1988
14.094,211.41,1991
14.098,211.46,1994
14.102,211.52,1997
14.105,211.58,1999
14.109,211.64,2001
14.113,211.70,2004
14.117,211.76,2006
14.121,211.82,2009
14.125,211.88,2011
14.129,211.93,2014
14.133,211.99,2016
14.137,212.05,2018
14.141,212.11,2021
14.145,212.17,2023
14.148,212.23,2025
14.152,212.29,2028
14.156,212.34,2030
14.160,212.40,2032
14.164,212.46,2034
14.168,212.52,2037
14.172,212.58,2039
14.176,212.64,2041
14.180,212.70,2043
14.184,212.75,2045
14.188,212.81,2047
14.191,212.87,2050
14.195,212.93,2052
14.199,212.99,2054
14.203,213.05,2056
14.207,213.11,2058
14.211,213.16,2060
14.215,213.22,2062
14.219,213.28,2064
14.223,213.34,2066
14.227,213.40,2067
14.230,213.46,2069
14.234,213.52,2071
14.238,213.57,2073
14.242,213.63,2075
14.246,213.69,2077
14.250,213.75,2078
14.254,213.81,2080
14.258,213.87,2082
14.262,213.93,2084
14.266,213.98,2085
14.270,214.04,2087
14.273,214.10,2089
14.277,214.16,2090
14.281,214.22,2092
14.285,214.28,2094
14.289,214.34,2095
14.293,214.39,2097
14.297,214.45,2098
14.301,214.51,2100
14.305,214.57,2101
14.309,214.63,2103
14.313,214.69,2104
14.316,214.75,2106
14.320,214.80,2107
14.324,214.86,2109
14.328,214.92,2110
14.332,214.98,2111
14.336,215.04,2113
14.340,215.10,2114
14.344,215.16,2115
14.348,215.21,2116
14.352,215.27,2118
14.355,215.33,2119
14.359,215.39,2120
14.363,215.45,2121
14.367,215.51,2123
14.371,215.57,2124
14.375,215.63,2125
14.379,215.68,2126
14.383,215.74,2127
14.387,215.80,2128
14.391,215.86,2129
14.395,215.92,2130
14.398,215.98,2131
14.402,216.04,2132
14.406,216.09,2133
14.410,216.15,2134
14.414,216.21,2135
14.418,216.27,2136
14.422,216.33,2137
14.426,216.39,2138
14.430,216.45,2138
14.434,216.50,2139
14.438,216.56,2140
14.441,216.62,2141
14.445,216.68,2142
14.449,216.74,2142
14.453,216.80,2143
14.457,216.86,2144
14.461,216.91,2144
14.465,216.97,2145
14.469,217.03,2146
14.473,217.09,2146
14.477,217.15,2147
14.480,217.21,2148
14.484,217.27,2150
14.488,217.32,2149
14.492,217.38,2149
14.496,217.44,2150
14.500,217.50,2150
14.504,217.56,2151
14.508,217.62,2151
14.512,217.68,2151
14.516,217.73,2152
14.520,217.79,2152
14.523,217.85,2153
14.527,217.91,2153
14.531,217.97,2153
14.535,218.03,2153
14.539,218.09,2154
14.543,218.14,2154
14.547,218.20,2154
14.551,218.26,2154
14.555,218.32,2155
14.559,218.38,2155
14.563,218.44,2155
14.566,218.50,2155
14.570,218.55,2155
14.574,218.61,2155
14.578,218.67,2155
14.582,218.73,2155
14.586,218.79,2155
14.590,218.85,2155
14.594,218.91,2155
14.598,218.96,2155
14.602,219.02,2155
14.605,219.08,2155
14.609,219.14,2155
14.613,219.20,2155
14.617,219.26,2155
14.621,219.32,2155
14.625,219.38,2155
14.629,219.43,2154
14.633,219.49,2154
14.637,219.55,2154
14.641,219.61,2154
14.645,219.67,2153
14.648,219.73,2153
14.652,219.79,2153
14.656,219.84,2153
14.660,219.90,2152
14.664,219.96,2152
14.668,220.02,2151
14.672,220.08,2151
14.676,220.14,2150
14.680,220.20,2150
14.684,220.25,2149
14.688,220.31,2149
14.691,220.37,2149
14.695,220.43,2148
14.699,220.49,2147
14.703,220.55,2147
14.707,220.61,2146
14.711,220.66,2146
14.715,220.72,2145
14.719,220.78,2144
14.723,220.84,2144
14.727,220.90,2143
14.730,220.96,2142
14.734,221.02,2141
14.738,221.07,2141
14.742,221.13,2140
14.746,221.19,2139
14.750,221.25,2138
14.754,221.31,2137
14.758,221.37,2137
14.762,221.43,2136
14.766,221.48,2135
14.770,221.54,2134
14.773,221.60,2133
14.777,221.66,2132
14.781,221.72,2131
14.785,221.78,2130
14.789,221.84,2129
14.793,221.89,2128
14.797,221.95,2127
14.801,222.01,2126
14.805,222.07,2125
14.809,222.13,2123
14.813,222.19,2122
14.816,222.25,2121
14.820,222.30,2120
14.824,222.36,2119
14.828,222.42,2118
14.832,222.48,2116
14.836,222.54,2115
14.840,222.60,2114
14.844,222.66,2112
14.848,222.71,2111
14.852,222.77,2110
14.855,222.83,2108
14.859,222.89,2107
